flight_id,flight_number,flight_date,actual_flight_date,airline,status,delayed_flag,delay_int,total_passengers,baggage_weight,bike_bags,revenue_from_baggage,origin,destination,route_distance,ac_subtype,aircraft_manufacturer,fuel_efficiency,capacity,is_cancelled,is_delayed,month,day_of_week_num,day_of_week,rev_per_pax,rev_per_km,load_factor,fuel_efficiency_per_pax_km,avg_baggage_per_pax,passenger_density_per_km,bike_bag_pct
AAAA777,BA2007,2023-03-26,2023-03-26,BA,Cancelled,,,90,1260,19,18447,London,Madrid,1460,73H,Boeing,0.03374483,440.0,1,0,3.0,0.0,Sunday   ,204.96666666666667,12.634931506849314,0.20454545454545456,0.5474161311111111,14.0,0.06164383561643835,21.11111111111111
AAAA288,BA922,2023-03-26,2023-03-26,BA,Cancelled,,,99,2862,720,33259,Kralendijk,London,0,772,Boeing,0.02009067,220.0,1,0,3.0,0.0,Sunday   ,335.949494949495,,0.45,,28.90909090909091,,727.2727272727273
AAAA640,BA1399,2023-03-27,2023-03-27,BA,Cancelled,,,68,5868,600,38353,Bergen,London,888,73H,Boeing,0.03374483,440.0,1,0,3.0,1.0,Monday   ,564.0147058823529,43.19031531531532,0.15454545454545454,0.44066778,86.29411764705883,0.07657657657657657,882.3529411764706
AAAA160,BA1516,2023-03-27,2023-03-27,BA,Scheduled,,,105,1908,0,46006,London,Edinburgh,665,73W,Boeing,0.041417,189.0,0,0,3.0,1.0,Monday   ,438.15238095238095,69.18195488721804,0.5555555555555556,0.26230766666666666,18.17142857142857,0.15789473684210525,0.0
AAAA781,BA1526,2023-03-27,2023-03-27,BA,Cancelled,,,54,0,720,73759,London,Edinburgh,665,73J,Boeing,0.02430067,330.0,1,0,3.0,1.0,Monday   ,1365.9074074074074,110.91578947368421,0.16363636363636364,0.29925825092592595,0.0,0.081203007518797,1333.3333333333335
AAAA731,BA1762,2023-03-27,2023-03-27,BA,Cancelled,,,85,2430,16,68612,London,Humberside,370,,,,,1,0,3.0,1.0,Monday   ,807.2,185.43783783783783,,,28.58823529411765,0.22972972972972974,18.823529411764707
AAAA266,BA1729,2023-03-28,2023-03-28,BA,Cancelled,,,159,1926,640,23000,London,Aarhus,583,,,,,1,0,3.0,2.0,Tuesday  ,144.65408805031447,39.451114922813034,,,12.11320754716981,0.2727272727272727,402.5157232704403
AAAA796,BA2341,2023-03-28,2023-03-28,BA,Cancelled,,,376,1458,1000,45455,Basel,London,560,772,Boeing,0.02009067,220.0,1,0,3.0,2.0,Tuesday  ,120.89095744680851,81.16964285714286,1.709090909090909,0.029922274468085108,3.877659574468085,0.6714285714285714,265.9574468085106
AAAA902,BA2351,2023-03-28,2023-03-28,BA,Completed,Y,1.0,95,4986,13,33259,Krakow,London,1073,772,Boeing,0.02009067,220.0,0,1,3.0,2.0,Tuesday  ,350.09473684210525,30.996272134203167,0.4318181818181818,0.22691883063157894,52.48421052631579,0.08853681267474371,13.684210526315791
AAAA911,BA543,2023-03-28,2023-03-28,BA,Scheduled,,,81,1782,640,40706,London,Kuwait City,4355,789,Boeing,0.02456933,550.0,0,0,3.0,2.0,Tuesday  ,502.5432098765432,9.346957520091848,0.14727272727272728,1.3209806438271605,22.0,0.01859931113662457,790.1234567901234
AAAA804,BA1398,2023-03-29,2023-03-29,BA,Scheduled,,,0,2034,1,57092,London,Bergen,888,332,Airbus,1.64350667,406.0,0,0,3.0,3.0,Wednesday,,64.2927927927928,0.0,,,0.0,
AAAA665,BA1739,2023-03-29,2023-03-29,BA,Completed,N,0.0,132,1116,0,12966,Glasgow,London,717,295,Boeing,0.04320443,400.0,0,0,3.0,3.0,Wednesday,98.22727272727273,18.0836820083682,0.33,0.2346786084090909,8.454545454545455,0.18410041841004185,0.0
AAAA285,BA631,2023-03-29,2023-03-29,BA,Cancelled,,,96,864,16,8400,Kuala Lumpur,Jakarta,0,E90,Embraer,0.03912337,380.0,1,0,3.0,3.0,Wednesday,87.5,,0.25263157894736843,,9.0,,16.666666666666664
AAAA203,BA886,2023-03-29,2023-03-29,BA,Completed,N,0.0,183,1746,400,10450,London,Kigali,6486,,,,,0,0,3.0,3.0,Wednesday,57.10382513661202,1.6111625038544557,,,9.540983606557377,0.028214616096207217,218.57923497267763
AAAA224,BA893,2023-03-29,2023-03-29,BA,Scheduled,,,154,1764,960,129263,Quito,Guayaquil,282,E75,Embraer,0.06596092,88.0,0,0,3.0,3.0,Wednesday,839.3701298701299,458.37943262411346,1.75,0.12078558077922077,11.454545454545455,0.5460992907801419,623.3766233766235
AAAA465,BA955,2023-03-29,2023-03-29,BA,Cancelled,,,0,0,24,17368,Manila,Bangkok,2187,295,Boeing,0.04320443,400.0,1,0,3.0,3.0,Wednesday,,7.941472336534065,0.0,,,0.0,
AAAA996,BA1378,2023-03-30,2023-03-30,BA,Cancelled,,,106,1908,16,10559,Helsinki,London,1521,772,Boeing,0.02009067,220.0,1,0,3.0,4.0,Thursday ,99.61320754716981,6.942143326758711,0.4818181818181818,0.28828216103773585,18.0,0.06969099276791585,15.09433962264151
AAAA657,BA1379,2023-03-30,2023-03-30,BA,Completed,Y,1.0,162,1818,1080,1594,London,Helsinki,1521,,,,,0,1,3.0,4.0,Thursday ,9.839506172839506,1.0479947403024326,,,11.222222222222221,0.10650887573964497,666.6666666666667
AAAA492,BA1774,2023-03-30,2023-03-30,BA,Cancelled,,,1,6696,31,40512,London,Valencia,1481,789,Boeing,0.02456933,550.0,1,0,3.0,4.0,Thursday ,40512.0,27.35449020931803,0.0018181818181818182,36.38717773,6696.0,0.0006752194463200541,3100.0
AAAA728,BA1775,2023-03-30,2023-03-30,BA,Scheduled,,,93,0,29,10450,Valencia,London,1481,295,Boeing,0.04320443,400.0,0,0,3.0,4.0,Thursday ,112.36559139784946,7.056043214044564,0.2325,0.6880189336559139,0.0,0.06279540850776502,31.182795698924732
AAAA651,BA1705,2023-03-31,2023-03-31,BA,Completed,N,0.0,90,1764,29,59002,London,Aberdeen,703,73W,Boeing,0.041417,189.0,0,0,3.0,5.0,Friday   ,655.5777777777778,83.92887624466572,0.47619047619047616,0.3235127888888889,19.6,0.12802275960170698,32.22222222222222
AAAA866,BA1712,2023-03-31,2023-03-31,BA,Cancelled,,,130,0,600,10559,London,Aberdeen,703,332,Airbus,1.64350667,406.0,1,0,3.0,5.0,Friday   ,81.22307692307692,15.019914651493599,0.32019704433497537,8.887578377,0.0,0.18492176386913228,461.5384615384615
AAAA248,BA2005,2023-03-31,2023-03-31,BA,Scheduled,,,101,972,680,100,London,Madrid,1460,332,Airbus,1.64350667,406.0,0,0,3.0,5.0,Friday   ,0.9900990099009901,0.0684931506849315,0.24876847290640394,23.75762117029703,9.623762376237623,0.06917808219178082,673.2673267326733
AAAA851,BA504,2023-03-31,2023-03-31,BA,Completed,N,0.0,0,2898,5,63659,Dammam,London,4705,73H,Boeing,0.03374483,440.0,0,0,3.0,5.0,Friday   ,,13.530074388947927,0.0,,,0.0,
AAAA215,BA893,2023-03-31,2023-03-31,BA,Scheduled,,,277,72,1080,43253,Quito,Guayaquil,282,E75,Embraer,0.06596092,88.0,0,0,3.0,5.0,Friday   ,156.1480144404332,153.37943262411346,3.147727272727273,0.06715155032490974,0.259927797833935,0.9822695035460993,389.8916967509025
AAAA536,BA1379,2023-04-01,2023-04-01,BA,Scheduled,,,93,0,1080,14465,London,Helsinki,1521,E90,Embraer,0.03912337,380.0,0,0,4.0,6.0,Saturday ,155.53763440860214,9.510190664036818,0.24473684210526317,0.6398564061290323,0.0,0.0611439842209073,1161.2903225806451
AAAA622,BA1397,2023-04-01,2023-04-01,BA,Cancelled,,,77,3402,16,30706,Bergen,London,888,E75,Embraer,0.06596092,88.0,1,0,4.0,6.0,Saturday ,398.7792207792208,34.578828828828826,0.875,0.7606921683116883,44.18181818181818,0.08671171171171171,20.77922077922078
AAAA830,BA1709,2023-04-01,2023-04-01,BA,Completed,N,0.0,97,3294,600,175471,Aberdeen,London,703,E75,Embraer,0.06596092,88.0,0,0,4.0,6.0,Saturday ,1808.979381443299,249.6031294452347,1.1022727272727273,0.478046667628866,33.95876288659794,0.1379800853485064,618.5567010309279
AAAA906,BA1748,2023-04-01,2023-04-01,BA,Cancelled,,,138,1746,160,23000,London,Glasgow,717,,,,,1,0,4.0,6.0,Saturday ,166.66666666666666,32.07810320781032,,,12.652173913043478,0.19246861924686193,115.94202898550725
AAAA962,BA544,2023-04-01,2023-04-01,BA,Completed,Y,1.0,106,2340,680,175471,Muscat,Kuwait City,1201,E90,Embraer,0.03912337,380.0,0,1,4.0,6.0,Saturday ,1655.3867924528302,146.10407993338885,0.2789473684210526,0.44327516386792454,22.07547169811321,0.08825978351373855,641.5094339622642
AAAA922,BA935,2023-04-01,2023-04-01,BA,Scheduled,,,73,0,14,11215,London,São Paulo,9775,295,Boeing,0.04320443,400.0,0,0,4.0,6.0,Saturday ,153.63013698630138,1.147314578005115,0.1825,5.785250729452055,0.0,0.007468030690537085,19.17808219178082
AAAA185,BA1388,2023-04-02,2023-04-02,BA,Completed,N,0.0,0,0,14,0,Trondheim,London,1289,,,,,0,0,4.0,0.0,Sunday   ,,0.0,,,,0.0,
AAAA616,BA1388,2023-04-02,2023-04-02,BA,Completed,N,0.0,159,1764,0,11215,Trondheim,London,1289,,,,,0,0,4.0,0.0,Sunday   ,70.53459119496856,8.700543056633048,,,11.09433962264151,0.12335143522110163,0.0
AAAA236,BA1395,2023-04-02,2023-04-02,BA,Scheduled,,,94,2664,1240,16867,Linköping,London,957,,,,,0,0,4.0,0.0,Sunday   ,179.43617021276594,17.624869383490072,,,28.340425531914892,0.09822361546499478,1319.148936170213
AAAA824,BA1729,2023-04-02,2023-04-02,BA,Scheduled,,,0,2430,17,73759,London,Aarhus,583,E75,Embraer,0.06596092,88.0,0,0,4.0,0.0,Sunday   ,,126.516295025729,0.0,,,0.0,
AAAA893,BA1762,2023-04-02,2023-04-02,BA,Scheduled,,,77,2664,160,7750,London,Humberside,370,73W,Boeing,0.041417,189.0,0,0,4.0,0.0,Sunday   ,100.64935064935065,20.945945945945947,0.4074074074074074,0.19901675324675325,34.5974025974026,0.20810810810810812,207.79220779220776
AAAA856,BA1381,2023-04-03,2023-04-03,BA,Completed,N,0.0,107,0,680,33112,Helsinki,London,1521,73H,Boeing,0.03374483,440.0,0,0,4.0,1.0,Monday   ,309.4579439252336,21.769888231426695,0.2431818181818182,0.47968118158878503,0.0,0.07034845496383958,635.5140186915887
AAAA428,BA1700,2023-04-03,2023-04-03,BA,Scheduled,,,99,1800,1080,45753,London,Aberdeen,703,772,Boeing,0.02009067,220.0,0,0,4.0,1.0,Monday   ,462.1515151515151,65.08250355618776,0.45,0.1426640506060606,18.181818181818183,0.14082503556187767,1090.9090909090908
AAAA930,BA1702,2023-04-03,2023-04-03,BA,Scheduled,,,97,2664,9,1594,Aberdeen,London,703,73H,Boeing,0.03374483,440.0,0,0,4.0,1.0,Monday   ,16.432989690721648,2.267425320056899,0.22045454545454546,0.2445630462886598,27.463917525773194,0.1379800853485064,9.278350515463918
AAAA246,BA1729,2023-04-03,2023-04-03,BA,Cancelled,,,94,1260,16,68612,London,Aarhus,583,73H,Boeing,0.03374483,440.0,1,0,4.0,1.0,Monday   ,729.9148936170212,117.68782161234991,0.21363636363636362,0.2092897435106383,13.404255319148936,0.16123499142367068,17.02127659574468
AAAA538,BA1730,2023-04-03,2023-04-03,BA,Scheduled,,,23,1512,9,3900,Aarhus,London,583,73H,Boeing,0.03374483,440.0,0,0,4.0,1.0,Monday   ,169.56521739130434,6.689536878216123,0.05227272727272727,0.8553580821739131,65.73913043478261,0.03945111492281304,39.130434782608695
AAAA127,BA1748,2023-04-03,2023-04-03,BA,Cancelled,,,74,1332,760,10450,London,Glasgow,717,295,Boeing,0.04320443,400.0,1,0,4.0,1.0,Monday   ,141.21621621621622,14.574616457461646,0.185,0.4186158960810811,18.0,0.10320781032078104,1027.027027027027
AAAA913,BA2342,2023-04-03,2023-04-03,BA,Completed,N,0.0,163,1674,0,0,London,Basel,560,73H,Boeing,0.03374483,440.0,0,0,4.0,1.0,Monday   ,0.0,0.0,0.3704545454545455,0.11593315828220858,10.269938650306749,0.2910714285714286,0.0
AAAA899,BA1397,2023-04-04,2023-04-04,BA,Completed,N,0.0,0,0,11,11215,Bergen,London,888,295,Boeing,0.04320443,400.0,0,0,4.0,2.0,Tuesday  ,,12.629504504504505,0.0,,,0.0,
AAAA537,BA1700,2023-04-04,2023-04-04,BA,Scheduled,,,0,2484,18,33112,London,Aberdeen,703,E75,Embraer,0.06596092,88.0,0,0,4.0,2.0,Tuesday  ,,47.10099573257468,0.0,,,0.0,
AAAA648,BA1739,2023-04-04,2023-04-04,BA,Scheduled,,,68,0,6,12966,Glasgow,London,717,73J,Boeing,0.02430067,330.0,0,0,4.0,2.0,Tuesday  ,190.6764705882353,18.0836820083682,0.20606060606060606,0.25622912338235293,0.0,0.09483960948396095,8.823529411764707
AAAA218,BA1997,2023-04-04,2023-04-04,BA,Cancelled,,,0,1764,17,59002,Lisbon,London,1846,772,Boeing,0.02009067,220.0,1,0,4.0,2.0,Tuesday  ,,31.96208017334778,0.0,,,0.0,
AAAA188,BA2000,2023-04-04,2023-04-04,BA,Scheduled,,,135,0,360,30854,London,Lisbon,1846,295,Boeing,0.04320443,400.0,0,0,4.0,2.0,Tuesday  ,228.54814814814816,16.71397616468039,0.3375,0.5907805761481482,0.0,0.07313109425785481,266.66666666666663
AAAA307,BA2341,2023-04-04,2023-04-04,BA,Scheduled,,,74,1332,34,40512,Basel,London,560,73J,Boeing,0.02430067,330.0,0,0,4.0,2.0,Tuesday  ,547.4594594594595,72.34285714285714,0.22424242424242424,0.18389696216216217,18.0,0.13214285714285715,45.94594594594595
AAAA164,BA2349,2023-04-04,2023-04-04,BA,Cancelled,,,106,1926,600,45753,London,Basel,560,73W,Boeing,0.041417,189.0,1,0,4.0,2.0,Tuesday  ,431.6320754716981,81.70178571428572,0.5608465608465608,0.2188067924528302,18.169811320754718,0.18928571428571428,566.0377358490566
AAAA842,BA2351,2023-04-04,2023-04-04,BA,Cancelled,,,372,2034,33,31288,Krakow,London,1073,772,Boeing,0.02009067,220.0,1,0,4.0,2.0,Tuesday  ,84.10752688172043,29.15936626281454,1.690909090909091,0.05794970137096774,5.467741935483871,0.3466915191053122,8.870967741935484
AAAA31,BA1371,2023-04-05,2023-04-05,BA,Scheduled,,,0,0,0,0,Gothenburg,London,763,332,Airbus,1.64350667,406.0,0,0,4.0,3.0,Wednesday,,0.0,0.0,,,0.0,
AAAA32,BA1371,2023-04-05,2023-04-05,BA,Scheduled,,,135,2430,24,14465,Gothenburg,London,763,73H,Boeing,0.03374483,440.0,0,0,4.0,3.0,Wednesday,107.14814814814815,18.958060288335517,0.3068181818181818,0.19072077992592593,18.0,0.17693315858453473,17.77777777777778
AAAA862,BA1377,2023-04-05,2023-04-05,BA,Cancelled,,,77,1890,560,19856,London,Helsinki,1521,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,257.87012987012986,13.05456936226167,0.175,0.6665699536363636,24.545454545454547,0.05062458908612755,727.2727272727273
AAAA34,BA1377,2023-04-05,2023-04-05,BA,Cancelled,,,148,2664,1080,68612,London,Helsinki,1521,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,463.5945945945946,45.109796186719265,0.33636363636363636,0.34679652993243243,18.0,0.0973044049967127,729.7297297297297
AAAA35,BA1378,2023-04-05,2023-04-05,BA,Scheduled,,,145,2610,26,15962,Helsinki,London,1521,73H,Boeing,0.03374483,440.0,0,0,4.0,3.0,Wednesday,110.08275862068966,10.494411571334648,0.32954545454545453,0.35397163055172415,18.0,0.09533201840894148,17.93103448275862
AAAA36,BA1379,2023-04-05,2023-04-05,BA,Cancelled,,,135,2430,960,61353,London,Helsinki,1521,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,454.46666666666664,40.337278106508876,0.3068181818181818,0.3801917513333333,18.0,0.08875739644970414,711.1111111111111
AAAA499,BA1379,2023-04-05,2023-04-05,BA,Cancelled,,,94,2430,13,464,London,Helsinki,1521,772,Boeing,0.02009067,220.0,1,0,4.0,3.0,Wednesday,4.9361702127659575,0.3050624589086128,0.42727272727272725,0.3250841390425532,25.851063829787233,0.06180144641683103,13.829787234042554
AAAA213,BA1382,2023-04-05,2023-04-05,BA,Completed,N,0.0,70,972,22,11456,London,Helsinki,1521,73W,Boeing,0.041417,189.0,0,0,4.0,3.0,Wednesday,163.65714285714284,7.531886916502301,0.37037037037037035,0.8999322428571429,13.885714285714286,0.04602235371466141,31.428571428571427
AAAA38,BA1382,2023-04-05,2023-04-05,BA,Cancelled,,,107,1926,760,48700,London,Helsinki,1521,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,455.14018691588785,32.018408941485866,0.2431818181818182,0.47968118158878503,18.0,0.07034845496383958,710.2803738317757
AAAA39,BA1387,2023-04-05,2023-04-05,BA,Cancelled,,,88,1584,640,40706,London,Trondheim,1289,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,462.5681818181818,31.579519006982157,0.23157894736842105,0.57306845375,18.0,0.0682699767261443,727.2727272727273
AAAA40,BA1388,2023-04-05,2023-04-05,BA,Scheduled,,,95,1710,17,10303,Trondheim,London,1289,E90,Embraer,0.03912337,380.0,0,0,4.0,3.0,Wednesday,108.45263157894736,7.993017843289372,0.25,0.5308423571578947,18.0,0.07370054305663305,17.894736842105264
AAAA42,BA1394,2023-04-05,2023-04-05,BA,Cancelled,,,68,1224,480,30706,London,Linköping,957,E75,Embraer,0.06596092,88.0,1,0,4.0,3.0,Wednesday,451.55882352941177,32.08568443051202,0.7727272727272727,0.9283029476470588,18.0,0.07105538140020899,705.8823529411765
AAAA45,BA1398,2023-04-05,2023-04-05,BA,Cancelled,,,87,1566,640,40512,London,Bergen,888,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,465.6551724137931,45.62162162162162,0.22894736842105262,0.3993281903448276,18.0,0.09797297297297297,735.6321839080459
AAAA46,BA1399,2023-04-05,2023-04-05,BA,Scheduled,,,89,1602,16,9653,Bergen,London,888,E90,Embraer,0.03912337,380.0,0,0,4.0,3.0,Wednesday,108.46067415730337,10.870495495495495,0.23421052631578948,0.3903545231460674,18.0,0.10022522522522523,17.97752808988764
AAAA79,BA1401,2023-04-05,2023-04-05,BA,Cancelled,,,54,972,400,25400,London,Chicago,6612,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,470.3703703703704,3.841500302480339,0.14210526315789473,4.790439304444444,18.0,0.008166969147005444,740.7407407407408
AAAA78,BA1401,2023-04-05,2023-04-05,BA,Cancelled,,,98,1764,720,57092,London,Chicago,6612,789,Boeing,0.02456933,550.0,1,0,4.0,3.0,Wednesday,582.5714285714286,8.6346037507562,0.1781818181818182,1.6576776526530612,18.0,0.014821536600120993,734.6938775510205
AAAA647,BA1444,2023-04-05,2023-04-05,BA,Cancelled,,,97,1620,720,7950,Paris,London,398,73W,Boeing,0.041417,189.0,1,0,4.0,3.0,Wednesday,81.95876288659794,19.974874371859297,0.5132275132275133,0.169937793814433,16.701030927835053,0.24371859296482412,742.2680412371134
AAAA16,BA1444,2023-04-05,2023-04-05,BA,Scheduled,,,0,0,0,0,Paris,London,398,E75,Embraer,0.06596092,88.0,0,0,4.0,3.0,Wednesday,,0.0,0.0,,,0.0,
AAAA17,BA1444,2023-04-05,2023-04-05,BA,Scheduled,,,170,3060,31,18503,Paris,London,398,73H,Boeing,0.03374483,440.0,0,0,4.0,3.0,Wednesday,108.84117647058824,46.48994974874372,0.38636363636363635,0.079002602,18.0,0.4271356783919598,18.235294117647058
AAAA47,BA1510,2023-04-05,2023-04-05,BA,Scheduled,,,127,2286,23,13803,Edinburgh,London,665,73W,Boeing,0.041417,189.0,0,0,4.0,3.0,Wednesday,108.68503937007874,20.75639097744361,0.671957671957672,0.2168685433070866,18.0,0.19097744360902255,18.11023622047244
AAAA48,BA1516,2023-04-05,2023-04-05,BA,Cancelled,,,96,1728,680,43412,London,Edinburgh,665,73W,Boeing,0.041417,189.0,1,0,4.0,3.0,Wednesday,452.2083333333333,65.2812030075188,0.5079365079365079,0.28689901041666666,18.0,0.1443609022556391,708.3333333333333
AAAA49,BA1517,2023-04-05,2023-04-05,BA,Scheduled,,,70,1260,13,7650,Edinburgh,London,665,73W,Boeing,0.041417,189.0,0,0,4.0,3.0,Wednesday,109.28571428571429,11.503759398496241,0.37037037037037035,0.3934615,18.0,0.10526315789473684,18.571428571428573
AAAA50,BA1526,2023-04-05,2023-04-05,BA,Cancelled,,,97,1746,680,43559,London,Edinburgh,665,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,449.0618556701031,65.50225563909774,0.22045454545454546,0.23134342216494846,18.0,0.14586466165413534,701.0309278350516
AAAA52,BA1538,2023-04-05,2023-04-05,BA,Cancelled,,,98,1764,720,45753,London,Toulouse,997,295,Boeing,0.04320443,400.0,1,0,4.0,3.0,Wednesday,466.8673469387755,45.89067201604814,0.245,0.43953894602040816,18.0,0.09829488465396188,734.6938775510205
AAAA18,BA1700,2023-04-05,2023-04-05,BA,Cancelled,,,23,414,160,10300,London,Aberdeen,703,E75,Embraer,0.06596092,88.0,1,0,4.0,3.0,Wednesday,447.82608695652175,14.65149359886202,0.26136363636363635,2.016109859130435,18.0,0.032716927453769556,695.6521739130435
AAAA20,BA1705,2023-04-05,2023-04-05,BA,Cancelled,,,69,1242,480,30854,London,Aberdeen,703,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,447.15942028985506,43.88904694167852,0.18157894736842106,0.3986047697101449,18.0,0.09815078236130868,695.6521739130435
AAAA22,BA1707,2023-04-05,2023-04-05,BA,Cancelled,,,85,1530,600,38500,London,Aberdeen,703,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,452.94117647058823,54.76529160739687,0.19318181818181818,0.279089594,18.0,0.12091038406827881,705.8823529411765
AAAA23,BA1709,2023-04-05,2023-04-05,BA,Scheduled,,,62,1116,11,6750,Aberdeen,London,703,73H,Boeing,0.03374483,440.0,0,0,4.0,3.0,Wednesday,108.87096774193549,9.601706970128022,0.1409090909090909,0.38262283048387097,18.0,0.08819345661450925,17.741935483870968
AAAA24,BA1712,2023-04-05,2023-04-05,BA,Cancelled,,,84,1512,600,38353,London,Aberdeen,703,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,456.5833333333333,54.55618776671408,0.22105263157894736,0.32742534654761907,18.0,0.11948790896159317,714.2857142857143
AAAA26,BA1722,2023-04-05,2023-04-05,BA,Cancelled,,,90,1620,640,40859,London,Nantes,732,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,453.9888888888889,55.818306010928964,0.23684210526315788,0.31820340933333335,18.0,0.12295081967213115,711.1111111111111
AAAA28,BA1729,2023-04-05,2023-04-05,BA,Cancelled,,,46,828,320,20600,London,Aarhus,583,295,Boeing,0.04320443,400.0,1,0,4.0,3.0,Wednesday,447.82608695652175,35.33447684391081,0.115,0.5475691889130435,18.0,0.07890222984562607,695.6521739130435
AAAA30,BA1738,2023-04-05,2023-04-05,BA,Cancelled,,,130,2340,920,59002,London,Glasgow,717,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,453.8615384615385,82.29009762900976,0.29545454545454547,0.18611571623076922,18.0,0.18131101813110181,707.6923076923076
AAAA80,BA1739,2023-04-05,2023-04-05,BA,Scheduled,,,27,486,5,2950,Glasgow,London,717,E75,Embraer,0.06596092,88.0,0,0,4.0,3.0,Wednesday,109.25925925925925,4.114365411436541,0.3068181818181818,1.7516288755555556,18.0,0.03765690376569038,18.51851851851852
AAAA82,BA1743,2023-04-05,2023-04-05,BA,Cancelled,,,113,2034,800,51112,London,Glasgow,717,295,Boeing,0.04320443,400.0,1,0,4.0,3.0,Wednesday,452.3185840707965,71.28591352859135,0.2825,0.2741378434513274,18.0,0.15760111576011157,707.9646017699115
AAAA84,BA1748,2023-04-05,2023-04-05,BA,Cancelled,,,94,1692,680,43259,London,Glasgow,717,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,460.20212765957444,60.333333333333336,0.21363636363636362,0.25739407563829786,18.0,0.13110181311018132,723.404255319149
AAAA85,BA1752,2023-04-05,2023-04-05,BA,Cancelled,,,50,900,360,23000,London,Humberside,370,E75,Embraer,0.06596092,88.0,1,0,4.0,3.0,Wednesday,460.0,62.16216216216216,0.5681818181818182,0.488110808,18.0,0.13513513513513514,720.0
AAAA87,BA1762,2023-04-05,2023-04-05,BA,Cancelled,,,62,1116,440,28106,London,Humberside,370,E75,Embraer,0.06596092,88.0,1,0,4.0,3.0,Wednesday,453.3225806451613,75.96216216216216,0.7045454545454546,0.39363774838709675,18.0,0.16756756756756758,709.6774193548387
AAAA516,BA1762,2023-04-05,2023-04-05,BA,Scheduled,,,95,1746,1280,81671,London,Humberside,370,295,Boeing,0.04320443,400.0,0,0,4.0,3.0,Wednesday,859.6947368421053,220.73243243243243,0.2375,0.1682698852631579,18.378947368421052,0.25675675675675674,1347.3684210526314
AAAA88,BA1771,2023-04-05,2023-04-05,BA,Cancelled,,,97,1746,680,43606,London,Valencia,1481,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,449.54639175257734,29.443619176232275,0.25526315789473686,0.5973372264948453,18.0,0.06549628629304524,701.0309278350516
AAAA89,BA1774,2023-04-05,2023-04-05,BA,Cancelled,,,93,1674,680,43253,London,Valencia,1481,E90,Embraer,0.03912337,380.0,1,0,4.0,3.0,Wednesday,465.0860215053763,29.205266711681297,0.24473684210526317,0.6230291502150538,18.0,0.06279540850776502,731.1827956989247
AAAA91,BA1787,2023-04-05,2023-04-05,BA,Scheduled,,,36,648,6,3900,Norwich,London,239,E75,Embraer,0.06596092,88.0,0,0,4.0,3.0,Wednesday,108.33333333333333,16.317991631799163,0.4090909090909091,0.4379072188888889,18.0,0.1506276150627615,16.666666666666664
AAAA54,BA2000,2023-04-05,2023-04-05,BA,Cancelled,,,159,2862,1160,73759,London,Lisbon,1846,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,463.8930817610063,39.95612134344529,0.3613636363636364,0.3917795986163522,18.0,0.08613217768147345,729.559748427673
AAAA55,BA2001,2023-04-05,2023-04-05,BA,Scheduled,,,162,2916,29,17368,Lisbon,London,1846,73H,Boeing,0.03374483,440.0,0,0,4.0,3.0,Wednesday,107.20987654320987,9.408450704225352,0.36818181818181817,0.3845244208641975,18.0,0.08775731310942579,17.901234567901234
AAAA56,BA2002,2023-04-05,2023-04-05,BA,Cancelled,,,180,3240,1280,81671,London,Lisbon,1846,73J,Boeing,0.02430067,330.0,1,0,4.0,3.0,Wednesday,453.72777777777776,44.2421451787649,0.5454545454545454,0.24921687122222222,18.0,0.09750812567713976,711.1111111111111
AAAA57,BA2004,2023-04-05,2023-04-05,BA,Scheduled,,,105,1890,19,11215,Madrid,London,1460,73W,Boeing,0.041417,189.0,0,0,4.0,3.0,Wednesday,106.80952380952381,7.681506849315069,0.5555555555555556,0.5758935238095239,18.0,0.07191780821917808,18.095238095238095
AAAA58,BA2005,2023-04-05,2023-04-05,BA,Cancelled,,,71,1278,520,33112,London,Madrid,1460,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,466.36619718309856,22.67945205479452,0.16136363636363638,0.693907771830986,18.0,0.04863013698630137,732.3943661971831
AAAA60,BA2007,2023-04-05,2023-04-05,BA,Cancelled,,,174,3132,1240,79313,London,Madrid,1460,73H,Boeing,0.03374483,440.0,1,0,4.0,3.0,Wednesday,455.82183908045977,54.32397260273972,0.39545454545454545,0.2831462747126437,18.0,0.11917808219178082,712.6436781609195
